"","Arena","Arcilla","Limo","pH","MO","Al","B","Ca","CICE","Cu","Fe","K","Mg","Mn","P","S","Zn"
"260",0.08,0.46,0.46,6.2,2.1,0,0.4,16,21.3,2,48,0.64,4.7,2,60,8,2
"261",0.1,0.46,0.44,6,1.9,0,0.3,14,19.7,2,35,0.24,5.5,2,14,7,1
"262",0.18,0.44,0.38,5.2,1.4,1.1,0.2,11,16.7,2,61,0.39,4.2,7,11,9,1
"263",0.16,0.38,0.46,5.1,2.4,1.3,0.3,15,21.6,3,70,0.37,4.9,4,55,9,2
"264",0.06,0.54,0.4,5.5,2.1,0,0.3,15,21.4,2,48,0.56,5.8,3,12,10,2
"265",0.1,0.56,0.34,5.8,2.2,0,0.3,13,18.6,2,48,0.47,5.1,4,18,7,2
"266",0.18,0.38,0.44,5.9,1.9,0,0.2,13,17.9,2,40,0.34,4.6,1,15,6,1
"267",0.24,0.3,0.46,5.6,2.2,0,0.5,12,17,1,45,0.36,4.6,4,18,9,1
"268",0.24,0.32,0.44,4.9,2.2,1.9,0.4,14,21.7,3,84,0.67,5.1,1,20,10,3
"269",0.18,0.4,0.42,5.4,1.9,0.4,0.2,13,17.5,2,51,0.43,3.7,6.2,17,8,2
"270",0.2,0.3,0.5,5.3,1.5,0.5,0.2,12,16.5,2,44,0.24,3.8,10,16,6,1
"271",0.08,0.44,0.48,5.8,2,0,0.4,18,22.8,2,48,0.81,4,10,18,7,1
"272",0.14,0.6,0.26,5.4,1.8,0.3,0.2,18,24.3,2,45,0.54,5.5,2,14,9,3
"273",0.16,0.58,0.26,5,2.3,1.2,0.2,17,22.9,3,66,0.66,4,4,17,9,2
"274",0.1,0.56,0.34,4.9,2.8,0.9,0.4,18,25.8,3,69,0.79,6.1,6,14,11,2
"275",0.16,0.6,0.24,5.6,1.9,0,0.2,17,24.3,3,46,0.62,6.7,1,30,10,2
"276",0.2,0.4,0.4,5.6,1.5,0,0.2,13,19.1,2,31,0.46,5.6,8,8,7,2
"277",0.2,0.46,0.34,5.3,2.2,0.5,0.2,14,21.1,2,45,0.59,6,4,11,10,2
"278",0.2,0.5,0.3,5.8,1.3,0,0.4,21,26.6,3,76,0.83,4.8,8,20,11,2
"279",0.1,0.6,0.3,5.1,1.6,0.9,0.2,16,23.1,2,64,70,5.2,7,15,11,2
"280",0.2,0.58,0.22,5,1.5,1.2,0.3,17,25.6,2,62,0.79,6.6,7,16,9,2
"281",0.06,0.52,0.42,5.4,1.5,0.2,0.2,16,23.1,2,37,0.52,6.4,5,8,12,1
"282",0.22,0.48,0.3,5,1.6,1.2,0.3,21,29.1,4,70,1.12,5.8,11,16,8,2
"283",0.08,0.48,0.44,4.9,1.4,1.8,0.2,13,20.4,3,64,0.7,4.9,11,14,9,2
"284",0.1,0.46,0.44,5.4,1.5,0.3,0.2,13,19.3,3,60,0.44,5.6,7,29,10,3
"285",0.16,0.54,0.3,5.5,1.8,0,0.3,16,23.3,2,61,10.6,6.2,6,17,7,2
"286",0.2,0.52,0.28,5.2,1.2,0.9,0.2,14,23.5,3,46,0.44,8.2,8,6,7,1
"287",0.24,0.5,0.26,5.1,1.2,0.9,0.3,16,24.4,2,49,0.5,7,8,7,7,1
"288",0.06,0.6,0.34,4.8,1.4,0.7,0.7,18,27.8,2,52,0.87,8.2,15,8,10,2
"289",0,0,0,7.4,2.2,0,0.4,38,45,2,69,0.6,6.4,87,29,13,3
"290",0,0,0,6.5,2,0,0.4,31,37.1,3,78,0.5,5.6,10,35,13,2
"291",0,0,0,6.8,2.3,0,0.5,25,30.4,2,89,0.4,5,9,35,14,1
"292",0,0,0,7,1.2,0,0.4,25,29.6,2,65,0.5,4.1,5,35,9,2
"293",0,0,0,6.9,2.9,0,0.4,29,35.3,4,4,0.6,5.7,6,37,12,2
"294",0,0,0,7.3,1.7,0,0.3,39,44.6,2,98,0.7,4.9,8,40,10,1
"295",0,0,0,5.2,2.3,0.5,0.4,28,39.4,2,76,0.6,10.3,10,21,12,3
"296",0,0,0,6,2.9,0,0.4,24,34.4,3,54,0.6,9.8,11,14,23,2
"297",0,0,0,5.8,2.2,0,0.4,25,35.2,2,45,0.6,9.6,12,15,14,1
"298",0,0,0,6.2,2.5,0,0.6,30,42,2,61,0.8,11.2,8,20,16,2
"299",0,0,0,5.9,2.9,0,0.6,29,40.5,2,67,1.1,10.4,5,21,10,2
"300",0,0,0,5.7,4.1,0,0.5,29,39.7,4,48,1.4,9.3,8,21,15,1
"301",0,0,0,5.8,3.4,0,0.5,32,42.7,5,56,0.9,9.8,12,26,13,1
"302",0,0,0,6.7,2.2,0,0.3,36,47.8,4,35,0.8,11,8,23,11,2
"303",0,0,0,5.8,3.5,0,0.6,29,39,2,38,0.8,9.2,10,17,15,1
"304",0,0,0,5.5,3.2,0,0.6,31,42.4,3,46,1.5,9.9,6,24,12,3
"305",0,0,0,5.6,3.4,0,0.4,42,51.6,2,54,0.8,8.8,10,19,11,2
"306",0,0,0,5.5,4.4,0,0.5,31,43.3,17,162,1.2,11.1,37,18,20,3
"307",0,0,0,5.3,6.8,0.3,0.9,23,34.8,20,296,1.1,10.4,34,20,71,4
"308",0.3,0.3,0.4,5.8,2.5,0,0.1,14,18.5,3,90,0.6,3.9,7,50,7,1
"309",0.16,0.38,0.46,5.7,2,0,0.2,16,21.6,2,57,0.8,4.8,6,20,8,1
"310",0.24,0.34,0.42,5.8,1.8,0,0.1,16,21.4,2,48,0.9,4.5,4,18,6,1
"311",0.28,0.34,0.38,5.5,1.8,0,0.1,11,16,2,71,0.9,4.1,6,33,8,1
"312",0.28,0.32,0.4,5.8,1.5,0,0.04,13,18.7,2,42,0.7,5,5,18,7,1
"313",0.42,0.26,0.32,5.8,1.5,0,0.1,11,15.2,2,56,0.8,3.4,5,24,5,1
"314",0.28,0.3,0.42,5.7,1.6,0,0.2,13,18.3,2,49,1,4.3,6,27,8,1
"315",0.3,0.32,0.38,5.9,2.1,0,0.2,12,17.3,2,62,1.2,4.1,4,21,7,1
"316",0.26,0.32,0.42,5.7,1.6,0,0.1,14,19.7,2,53,0.7,5,5,13,6,1
"317",0.32,0.32,0.36,6.4,2.2,0,0.5,13,21.7,2,56,1.2,3.9,2,46,5,1
"318",0.18,0.32,0.5,6.4,2,0,0.3,15,21.3,2,48,1,4,2,24,5,1
"319",0.26,0.34,0.4,5.6,1.8,0,0.3,13,17.5,2,67,0.9,3.6,6,21,7,1
"320",0.5,0.32,0.18,6.3,1.3,0,0.2,12,14.9,2,44,0.6,2.3,2,75,10,1
"321",0.26,0.28,0.46,6.5,2.1,0,0.2,14,18.3,2,61,0.9,3.4,2,50,6,1
"322",0.34,0.3,0.36,5.9,1.6,0,0.1,12,16.2,2,71,1.2,3,2,59,8,1
"323",0.32,0.34,0.34,6.4,1.9,0,0.1,17,21.1,2,43,1,3.1,1,27,9,1
"324",0.3,0.32,0.38,5.6,1.7,0,0.2,13,17.1,3,67,0.8,3.3,3,29,11,1
"325",0.3,0.36,0.34,6,1.7,0,0.1,13,17.3,3,61,0.5,3.8,2,24,8,1
"326",0.34,0.3,0.36,5.8,1.4,0,0.1,16,20.1,2,49,1,3.7,2,18,6,1
"327",0.28,0.28,0.44,5.9,0.99,0,0.2,18,22.3,2,49,0.4,3.9,3,23,7,1
"328",0.42,0.24,0.34,5.4,1.4,0.6,0.2,15,19.3,1,87,0.6,3.1,8,18,5,1
"329",0.32,0.28,0.4,5.5,1.5,0,0.3,16,20.3,2,89,1.2,3.1,7,16,5,1
"330",0.42,0.26,0.32,6,1.5,0,0.2,17,21.8,2,67,1.7,3.1,5,21,6,1
"331",0.32,0.32,0.36,5.6,1.8,0,0.3,20,25,2,83,1.3,3.7,8,20,5,1
"332",0.26,0.34,0.4,6.1,1.9,0,0.3,20,24.6,2,50,0.8,3.8,7,11,4,1
"333",0.26,0.34,0.4,5.7,1.8,0,0.2,26,30.7,2,65,0.8,3.9,7,18,5,1
"334",0.22,0.4,0.38,5.9,1.9,0,0.3,24,29.2,2,60,0.6,4.6,7,16,5,1
"335",0.22,0.38,0.4,5.7,2.1,0,0.3,15,20.9,3,73,1.1,4.8,7,20,5,1
"336",0.4,0.28,0.32,5.3,1.3,0.7,0.3,16,21.1,2,72,0.5,3.9,12,18,5,1
"337",0.3,0.32,0.38,5.9,1.4,0,0.2,18,22.3,2,77,1,3.3,19,22,4,1
"338",0.32,0.28,0.4,5.8,2.3,0,0.3,16,19.7,2,90,0.9,2.8,11,24,4,2
"339",0.46,0.22,0.32,6,1.7,0,0.2,18,22.6,1,57,1.6,3,4,24,5,1
"340",0.4,0.26,0.34,5.7,1.6,0,0.2,20,24.1,2,62,0.6,3.5,8,24,4,1
"341",0.5,0.12,0.38,6,1.8,0,0.2,17,21.3,2,45,0.7,3.6,8,22,4,1
"342",0.44,0.22,0.34,5.5,2.2,0,0.3,16,20.8,2,100,1.8,3,8,21,6,1
"343",0.36,0.26,0.38,5.9,2.5,0,0.3,23,29.2,3,86,1.4,4.8,7,23,5,1
"344",0.24,0.4,0.36,6.1,1.8,0,0.2,21,27.5,1,70,1.9,4.6,6,12,6,1
"345",0.26,0.42,0.32,5.5,1.5,0,0.2,12,15.6,1,79,0.6,3,7,11,5,1
"346",0.36,0.42,0.22,5.5,1.7,0,0.3,19,23.5,1,108,1.2,3.3,6,13,5,1
"347",0.36,0.34,0.3,6.1,1.6,0,0.2,22,27,1,58,0.9,4.1,6,14,5,1
"348",0.36,0.32,0.32,6,1.7,0,0.3,22,27.6,1,60,1.2,4.4,5,17,5,2
"349",0.28,0.36,0.36,5.7,2.6,0,0.4,20,25.9,2,98,1.4,4.5,7,16,7,2
"350",0.32,0.32,0.36,5.8,2,0,0.3,18,23.2,1,93,1.5,3.7,4,19,6,1
"351",0.26,0.4,0.34,5.8,1.2,0,0.1,18,23.5,1,56,1.7,3.8,6,15,5,1
"352",0.16,0.5,0.34,5.7,1.1,0,0.2,16,20.2,1,62,0.4,3.8,11,18,5,1
"353",0.2,0.46,0.34,6,0.99,0,0.1,17,21,2,42,0.4,3.6,5,14,7,1
"354",0.4,0.28,0.32,6.4,1.9,0,0.2,15,19.5,2,59,0.6,3.9,4,18,6,1
"355",0.3,0.32,0.38,5.8,1.6,0,0.3,15,20.3,3,65,0.9,4.4,9,23,7,1
"356",0.32,0.32,0.36,6.1,2.9,0,0.3,29,37.7,3,55,1.5,7.2,5,27,7,2
"357",0.36,0.26,0.38,6.2,2.3,0,0.3,25,29.1,3,61,0.9,3.2,8,20,6,1
"358",0.22,0.38,0.4,5.9,2.3,0,0.2,27,32.2,2,48,0.8,4.4,6,19,6,1
"359",0.16,0.5,0.34,6.3,3,0,0.3,18,27.1,6,51,0.67,8.4,5,17,12,2
"360",0.28,0.44,0.28,5.8,2.6,0,0.2,13.4,20.5,6,67,0.53,6.6,7,22,15,2
"361",0.16,0.56,0.28,5.5,2.3,0,0.2,14,21.6,8,10.3,0.56,7,8,30,13,3
"362",0.12,0.48,0.4,5.7,2.6,0,0.2,16.1,23.8,7,78,0.59,7.1,4,34,12,2
"363",0.18,0.46,0.36,5.8,2.5,0,0.2,15,23.1,6,68,0.79,7.3,3,27,11,2
"364",0.18,0.34,0.48,5.7,3.1,0,0.3,14.1,20.7,5,103,0.78,5.8,4,30,12,2
"365",0.32,0.26,0.42,6.4,2.6,0,0.2,14.7,20.6,3,33,0.51,5.4,2,26,11,1
"366",0.18,0.32,0.5,6.4,3.5,0,0.3,12.3,23.1,4,0.3,5.6,5.2,4,43,13,2
"367",0.16,0.32,0.52,6,3.3,0,0.3,15.5,22.7,5,72,0.82,6.4,3,39,11,2
"368",0.22,0.26,0.52,6.1,3.3,0,0.2,20.4,41.6,7,79,1.26,9.9,4,52,14,3
"369",0.2,0.3,0.5,6.2,3.1,0,0.3,19.3,26.2,5,61,0.76,6.1,3,37,15,2
"370",0.26,0.36,0.38,6.3,5,0,0.2,19,25.4,5,60,0.73,5.7,3,41,15,2
"371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",0,0,0,6.4,1.9,0,0.4,15,18.4,6,35,0.2,3.2,5,38,5,1
"375",0,0,0,6.6,0.84,0,0.4,12,14.9,3,16,0.3,2.6,3,35,7,1
"376",0,0,0,6.8,1.3,0,0.3,13,15.8,3,28,0.3,2.5,1,40,10,1
"377",0,0,0,6.3,0.94,0,0.3,14,17.1,4,35,0.3,2.8,4,39,7,1
"378",0,0,0,6.3,2,0,0.3,15,18.8,4,34,0.4,3.4,2,53,11,1
"379",0,0,0,6.7,2,0,0.3,16,20.1,4,37,0.3,3.8,1,42,6,1
"380",0,0,0,6.5,1.9,0,0.3,17,21.8,5,46,0.4,4.4,2,40,6,2
"381",0,0,0,6.5,1.7,0,0.3,15,19.4,4,44,0.6,3.8,1,46,6,2
"382",0,0,0,5.9,1.8,0,0.4,18,23.1,5,55,0.8,4.3,2,41,7,2
"383",0,0,0,5.9,1.6,0,0.3,14,18.6,4,39,0.4,4.2,3,40,6,2
"384",0.26,0.4,0.34,6.6,1.9,0,0.3,19,25.9,1.7,49,0.2,6.7,7,24,12,1
"385",0.24,0.44,0.32,6.5,1.6,0,0.3,19,24.4,2.3,52,0.4,5,5,10,7,1
"386",0.24,0.4,0.36,6.2,2.1,0,0.3,22,28.6,2,54,0.3,6.3,5,9,10,1
"387",0.1,0.64,0.26,6.2,2.9,0,0.4,24,31.8,2.8,63,0.7,7.1,6,13,9,1
"388",0.14,0.68,0.18,6.1,2.6,0,0.3,28,36.1,3.1,56,0.6,7.5,5,17,10,1
"389",0.18,0.52,0.3,6.2,2.5,0,0.4,23,28.8,2.7,55,0.5,5.3,9,12,9,1
"390",0.24,0.46,0.3,6.3,2.5,0,0.4,18,24.8,2,53,0.5,6.3,7,10,11,1
"391",0.14,0.52,0.34,6.3,1.8,0,0.2,16,22.3,2,49,0.3,6,7,9,11,1
"392",0.16,0.64,0.2,5.3,3.8,0.4,0.4,23,30.9,7.3,108,0.6,6.9,11,16,26,1
"393",0.12,0.62,0.26,5.3,3.6,0.3,0.4,22,29.2,4.8,99,0.5,6.4,14,12,19,1
"394",0.16,0.6,0.26,5.3,3.5,0.3,0.4,16,22.5,3.7,96,0.4,5.8,15,9,26,1
"395",0.34,0.4,0.26,5.8,1.9,0,0.3,17,23.6,2.8,68,0.4,6.2,16,10,16,1
"396",0.24,0.38,0.38,5.9,1.9,0,0.3,15,22,2.1,58,0.2,6.8,13,31,13,1
"397",0.24,0.4,0.36,6.4,1.3,0,0.2,16,24.2,1.2,46,0.3,7.9,8,9,10,1
"398",0.3,0.32,0.38,6.2,1.6,0,0.3,15,21.7,1.1,51,0.2,6.5,9,10,11,1
"399",0.24,0.4,0.36,6.2,1.4,0,0.3,16,22.5,1.4,55,0.2,6.3,10,9,10,1
"400",0.26,0.4,0.34,6.4,1.7,0,0.3,18,24.8,1.8,46,3,6.5,7,12,13,1
"401",0.54,0.26,0.2,6.3,0.92,0,0.2,13,17.4,1.8,48,0.2,4.2,5,20,7,1
"402",0.34,0.2,0.46,6.6,2.4,0,0.19,13.2,16.2,3,27,0.27,2.7,3,39,9,1
"403",0.34,0.24,0.42,7,1.9,0,0.27,15.8,19.3,3,25,0.36,3.1,3,38,8,1
"404",0.3,0.24,0.46,6.3,1.9,0,0.19,15.6,17.7,4,43,0.29,3.8,4,30,9,1
"405",0.24,0.3,0.46,6.5,1.8,0,0.28,14.4,18.2,4,32,0.41,3.4,3,36,10,1
"406",0.22,0.3,0.48,6.4,1.8,0,0.15,16.3,20.9,4,42,0.36,4.2,4,46,9,1
"407",0.2,0.38,0.42,6.5,2.5,0,0.21,16,21.3,4,51,0.75,4.5,3,45,11,2
"408",0.14,0.38,0.48,6.4,2.2,0,0.1,12.5,16.8,4,47,0.37,3.9,3,41,8,1
"409",0.28,0.4,0.32,6.4,2.7,0,0.12,15.9,20.8,4,63,0.54,4.4,3,51,8,2
"410",0.22,0.4,0.38,6.5,2.8,0,0.25,16,21,4,52,0.4,4.6,2,39,9,2
"411",0.24,0.42,0.34,6.3,2.9,0,0.24,17.1,22.7,4,59,0.5,5.1,3,43,7,2
"412",0.22,0.46,0.32,6.3,2.7,0,0.19,17.4,23.1,5,62,0.47,5.2,4,32,9,2
"413",0.2,0.38,0.42,6.5,2.1,0,0.13,16.1,20.8,4,52,0.33,4.4,3,45,9,1
"414",0.22,0.46,0.32,5.6,3.1,0,0.26,15.6,21.9,5,110,0.82,5.5,4,46,9,2
"415",0.18,0.42,0.4,6.6,2.7,0,0.23,17.9,23.3,4,46,0.4,5,2,38,9,1
"416",0.34,0.24,0.42,6.5,1.4,0,0.21,12.3,15.8,3,34,0.28,3.2,3,44,7,1
"417",0.28,0.28,0.44,6.8,1.8,0,0.16,12.8,17,3,37,71,3.9,2,41,6,1
"418",0.22,0.28,0.5,6.2,1.9,0,0.19,14.8,20,4,64,0.37,4.8,3,42,6,1
"419",0.14,0.52,0.34,6.1,2.3,0,0.14,14.5,20.5,4,57,0.48,5.5,3,28,7,1
"420",0.1,0.58,0.32,5.7,2.7,0,0.1,15.1,21.5,4,71,0.52,5.9,3,31,6,2
"421",0.18,0.58,0.24,5.6,2,0,0.1,15.2,21.7,5,89,0.73,5.8,3,28,6,2
"422",0.12,0.72,0.16,6,2.2,0,0.55,17.3,24.7,5,70,0.84,6.6,3,25,7,2
"423",0.1,0.74,0.16,5.8,1.7,0,0.49,16.4,23.6,5,77,0.67,6.5,3,23,7,2
"424",0.18,0.68,0.14,6,1.8,0,0.34,18.8,25.9,6,83,0.69,6.4,4,35,7,2
"425",0.12,0.68,0.2,5.7,1.5,0,0.32,16.4,23.1,4,68,0.48,6.2,3,24,8,2
"426",0.1,0.7,0.2,5.6,1.5,0,0.44,14.3,20.8,6,107,0.67,5.8,4,33,11,3
"427",0.14,0.64,0.22,5.8,1.7,0,0.44,15.3,22.1,5,95,0.85,5.9,4,34,11,2
"428",0.14,0.66,0.2,5.8,1.6,0,0.4,14.2,20,5,80,0.55,5.2,6,28,9,2
"429",0.12,0.66,0.22,6.1,1.8,0,0.19,15.8,22,6,81,0.45,5.7,6,30,8,2
"430",0.24,0.52,0.24,6.2,1.11,0,0.19,15.4,20.8,6,78,0.56,4.8,7,39,9,2
"431",0.16,0.6,0.24,5.9,1.5,0,0.18,14.7,20.2,6,101,0.45,5,5,34,9,2
"432",0.16,0.42,0.42,5.4,2.4,0.4,0.31,0.31,5.7,47,18,13.6,0,9,0.52,19.8,6
"433",0.28,0.4,0.32,5.7,2.2,0,0.34,13.6,19.8,4,47,0.52,5.7,6,18,9,2
"434",0.22,0.4,0.38,5.9,2,0,0.2,14.8,21.5,4,39,0.39,6.3,5,113,5,2
"435",0.34,0.36,0.3,5.6,2.4,0,0.19,12.8,19,4,48,0.68,5.5,6,12,10,2
"436",0.36,0.36,0.28,5.8,2.2,0,0.24,13.3,18.9,3,35,0.53,5.1,6,14,8,1
"437",0.42,0.3,0.28,5.6,1.8,0,0.2,11.4,15.9,3,40,0.5,4,5,20,6,2
"438",0.22,0.5,0.28,5.8,2.5,0,0.21,16.1,22.2,5,47,0.46,5.6,4,16,5,2
"439",0.1,0.6,0.3,5.5,2.6,0,0.23,19.1,27.7,6,55,0.58,8,8,25,10,2
"440",0.08,0.66,0.26,5.5,3.2,0,0.31,18,28.4,7,59,1.37,9,6,18,9,2
"441",0.12,0.64,0.24,5.4,3.1,0.3,0.19,17.9,26.7,8,67,0.64,7.9,6,16,10,2
"442",0.08,0.72,0.2,5.7,2.5,0,0.24,19.6,28.5,6,65,0.73,8.2,5,17,9,1
"443",0.24,0.58,0.18,5.6,2.6,0,0.32,15.6,23.6,7,66,1.35,6.6,6,23,10,2
"444",0.06,0.72,0.22,5.3,3.2,0.4,0.31,19.1,29.5,8,80,1.07,8.9,8,18,10,3
"445",0.2,0.5,0.3,6,2.1,0,0.21,15.5,23.5,5,51,0.63,7.4,5,17,8,2
"446",0.16,0.48,0.36,6.2,2.3,0,0.12,18.7,25.9,5,31,0.49,6.7,4,25,8,1
"447",0.08,0.64,0.28,5.6,2.6,0,0.15,21.1,29.2,8,57,0.49,7.6,6,23,9,2
"448",0.24,0.44,0.32,6.4,2.4,0,0.22,19.2,25.5,5,32,0.5,5.8,4,30,7,2
"449",0.16,0.4,0.44,7.1,2.3,0,0.24,18.2,23.3,4,32,0.56,4.5,3,34,11,1
"450",0.2,0.5,0.3,5.4,2.5,0.3,0.22,15.5,23.1,6,72,0.87,6.4,7,7,7,2
"451",0.3,0.42,0.28,6.8,2.6,0,0.16,12.9,17.3,5,47,0.39,4,3,24,7,2
"452",0.18,0.44,0.38,6.1,2.2,0,0.1,14,19.5,6,64,0.38,5.1,4,20,7,1
"453",0.12,0.52,0.36,6,2.3,0,0.11,13.7,19,6,68,0.45,5,5,18,6,2
"454",0.12,0.6,0.28,5.9,2.7,0,0.23,11.6,16.2,7,100,0.37,4.2,7,14,8,2
"455",0.08,0.68,0.24,5.7,3.2,0,0.1,11.9,17,6,108,0.82,4.3,5,18,8,2
"456",0.08,0.62,0.3,6.2,2.9,0,0.2,13.9,19.1,6,70,0.35,4.8,5,18,7,1
"457",0.12,0.6,0.28,5.5,5.5,0,0.1,15.7,21.9,5,82,0.55,5.6,7,16,14,2
"458",0.14,0.6,0.26,5.4,2.6,0.4,0.1,14.5,20.7,6,99,0.5,5.3,4,16,11,2
"459",0.06,0.56,0.38,5.6,2.2,0,0.16,16.3,22.6,6,106,0.62,5.7,5,19,11,1
"460",0.14,0.5,0.36,5.5,2.6,0,0.1,14.1,19.5,6,107,0.49,4.9,4,16,17,2
"461",0.12,0.52,0.36,5.9,2.1,0,0.1,13.7,18.9,7,86,0.34,4.9,4,16,10,2
"462",0.1,0.58,0.32,6,2.1,0,0.13,14.1,19.2,5,72,0.33,4.8,3,18,8,1
"463",0.1,0.5,0.4,5.7,1.5,0,0.19,11.7,16.4,4,58,0.42,4.3,3,21,7,1
"464",0.28,0.26,0.46,7.2,1.8,0,0.1,12.4,15.7,4,30,0.22,3.1,3,30,7,1
"465",0.32,0.22,0.46,7.5,1.4,0,0.1,10.7,12.8,4,32,0.15,1.9,3,33,9,1
"466",0.2,0.32,0.48,7.5,2.2,0,0.1,17.7,21.9,4,23,0.21,4,3,33,8,1
"467",0.08,0.58,0.34,5.3,2.9,0.3,0.34,11.7,19,5,98,3,6.3,5,24,6,2
"468",0.12,0.56,0.32,5.3,2.8,0.4,0.33,11.3,18.7,5,84,0.71,6.3,6,33,5,3
"469",0.1,0.46,0.44,5.8,2.6,0,0.45,11.6,18.3,4,58,0.64,6.1,5,25,4,2
"470",0.16,0.52,0.32,5.6,2.8,0,0.41,12.4,18.4,3,65,0.54,5.5,4,20,5,2
"471",0.16,0.36,0.48,6.5,2.3,0,0.23,10.4,16.5,3,36,0.79,5.3,4,30,3,2
"472",0.16,0.4,0.44,6,2.3,0,0.22,10.5,16.1,3,42,0.48,5.1,3,25,4,1
"473",0.16,0.38,0.46,6.2,1.7,0,0.2,11.5,18,3,25,0.39,6.1,4,20,3,1
"474",0.2,0.42,0.38,6,1.9,0,0.19,10.2,16.5,4,42,0.41,5.9,5,18,2,2
"475",0.14,0.44,0.42,6,2.2,0,0.14,12.4,19.7,4,53,0.38,6.9,5,20,3,2
"476",0.12,0.6,0.28,6.2,2.6,0,0.66,13.7,22.2,4,41,0.97,7.5,5,26,3,2
"477",0.12,0.56,0.32,6.6,2.8,0,0.28,15,24,3,28,0.51,8.5,5,26,5,1
"478",0.08,0.56,0.36,6,3.2,0,0.12,12.7,20.3,4,57,0.66,6.9,4,38,5,4
"479",0.08,0.58,0.34,6.2,2.5,0,0.15,14.8,23.5,4,42,0.6,8.1,4,31,5,2
"480",0.08,0.6,0.32,6.5,3,0,0.1,14.9,23.7,5,58,0.62,8.2,5,34,5,2
"481",0.06,0.58,0.36,6.1,3.1,0,0.14,13.9,22.2,5,64,0.96,7.3,4,40,8,2
"482",0.08,0.52,0.4,6.2,3.1,0,0.43,14.4,21.8,6,82,0.68,6.7,6,56,10,3
"483",0.12,0.48,0.4,6.7,2.3,0,0.1,14.8,23.6,4,31,0.47,8.3,6,32,5,1
"484",0.12,0.48,0.4,6.4,3.1,0,0.13,16.5,21.8,4,49,0.45,4.8,4,41,8,1
"485",0.18,0.4,0.42,6.5,3,0,0.17,16.9,21.7,5,69,0.48,4.3,4,83,12,2
"486",0.22,0.44,0.34,6,3.2,0,0.24,15.1,21,5,74,1.01,4.9,4,45,11,2
"487",0.18,0.52,0.3,5.6,2.5,0,0.12,15.2,21,5,85,0.55,5.2,5,40,12,1
"488",0.28,0.3,0.42,6.1,2.6,0,0.22,14.8,19.6,5,55,0.53,4.3,4,46,9,3
"489",0.16,0.62,0.22,5.3,3.8,0.4,0.21,16.7,24.1,7,122,0.86,6.1,8,28,11,4
"490",0.18,0.64,0.18,5.5,2.5,0,0.21,16.7,23.4,5,67,0.67,6,6,14,12,1
"491",0.2,0.62,0.18,5.4,3.1,0.4,0.24,16.1,21.8,7,107,0.65,4.6,5,17,12,2
"492",0.12,0.72,0.16,5.6,2,0,0.13,15.1,20.5,6,142,0.94,4.5,4,20,18,2
"493",0.14,0.6,0.26,6.5,2.1,0,0.19,14.2,20.3,5,66,0.48,5.6,6,12,9,1
"494",0.4,0.26,0.34,5.8,2.2,0,0.31,14.3,21,4,43,0.47,6.2,4,20,5,1
"495",0.4,0.28,0.32,5.8,2.2,0,0.35,16.7,25.1,6,56,0.87,7.5,6,19,7,3
"496",0.18,0.42,0.4,5.7,3.2,0,0.31,16.3,24.8,5,54,1.16,7.3,5,20,7,2
"497",0.24,0.46,0.3,5.5,2.1,0,0.21,18.3,27.2,6,53,0.9,8,7,20,11,11
"498",0.08,0.64,0.28,5.8,2.3,0,0.26,16.8,25.6,6,65,0.86,7.9,7,23,3,2
"499",0.18,0.54,0.28,6,1.8,0,0.1,15.7,23.6,5,53,1.02,6.9,7,24,4,2
"500",0.24,0.4,0.36,5.6,2.3,0,0.27,16.4,24.6,6,74,0.86,7.3,9,24,2,2
"501",0.2,0.52,0.28,5.7,1.8,0,0.25,16.1,23.5,6,63,0.9,6.5,7,33,2,2
"502",0.36,0.38,0.26,5.9,2.1,0,0.21,17.6,25.4,5,0.61,0.51,7.3,6,23,3,2
"503",0.26,0.52,0.22,5.9,1.2,0,0.64,18.1,26.3,11,49,1.27,6.9,4,33,9,2
"504",0.18,0.5,0.32,5.9,3,0,0.66,18.2,25.6,10,71,0.75,6.6,4,34,16,4
"505",0.14,0.52,0.34,5.5,2.9,0,0.61,18.1,26,8,81,1.03,6.9,6,27,10,3
"506",0.16,0.54,0.3,6.2,2.2,0,0.47,12.9,19.7,5,46,0.68,6.1,4,29,8,6
"507",0.24,0.32,0.44,6.1,3,0,0.43,22.2,30.4,9,60,1.02,7.2,4,59,9,6
"508",0.22,0.52,0.26,6.3,3.4,0,0.49,20.8,29.1,7,45,0.74,7.6,4,48,9,3
"509",0.14,0.54,0.32,5.5,3.5,0,0.48,19,27.1,9,92,1.26,6.8,5,28,10,5
"510",0.1,0.66,0.24,5.1,1.8,1,0.62,9.3,14,4,104,0.7,3,6,47,9,3
"511",0.44,0.16,0.4,6,1.5,0,0.47,14.2,19.1,5,51,0.53,4.4,2,42,10,2
"512",0.36,0.22,0.42,6.3,1.7,0,0.59,14.2,19.5,4,38,0.72,4.6,3,31,9,2
"513",0.3,0.28,0.42,6.1,2.4,0,0.7,16.3,22.6,6,70,0.74,5.6,3,39,10,3
"514",0.16,0.38,0.46,5.8,2.6,0,0.82,16.4,22.5,7,75,0.63,5.5,4,32,12,3
